@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:SystemLevelAddress,rdf:Property,"Boolean indicating whether the address information in the property, ErrorAddress, is a system-level address (TRUE) or a physical address (FALSE). If the ErrorInfo property is equal to 3, ""OK"", then this property has no meaning.",SystemLevelAddress
survol:SystemName,rdf:Property,The scoping system's name.,SystemName
survol:SystemPaletteEntries,rdf:Property,"The SystemPaletteEntries property indicates the current number of color index entries reserved for system use. This value is only valid for display settings that use an indexed palette . Indexed palettes are not used for color depths greater than 8 bits per pixel. If the color depth is more than 8 bits per pixel, this value is set to NULL.
Example: 20  
This property has been deprecated in favor of a corresponding property(s) contained in the Win32_VideoController, Win32_DesktopMonitor and//or CIM_VideoControllerResolution",SystemPaletteEntries
survol:SystemQuotaViolationsPerSecond,rdf:Property,Displays the number of requests subject to system throttling.,SystemQuotaViolationsPerSecond
survol:SystemSKUNumber,rdf:Property,This text string identifies a particular computer configuration for sale. It is sometimes also called a product ID or purchase order number,SystemSKUNumber
survol:SystemStabilityIndex,rdf:Property,The system stability index value,SystemStabilityIndex
survol:SystemStartupDelay,rdf:Property,"The SystemStartupDelay property indicates the time to delay before starting the operating system

Note:  The SE_SYSTEM_ENVIRONMENT privilege is required on IA64bit machines. This privilege is not required for 32bit systems.",SystemStartupDelay
survol:SystemStartupOptions,rdf:Property,"The SystemStartupOptions property array indicates the options for starting up the computer system. Note that this property is not writable on IA64 bit machines. 
Constraints: Must have a value.

Note:  The SE_SYSTEM_ENVIRONMENT privilege is required on IA64bit machines. This privilege is not required for other systems.",SystemStartupOptions
survol:SystemStartupSetting,rdf:Property,"The SystemStartupSetting property indicates the index of the default start profile. This value is 'calculated' so that it usually returns zero (0) because at write-time, the profile string is physically moved to the top of the list. (This is how Windows NT determines which value is the default.)

Note:  The SE_SYSTEM_ENVIRONMENT privilege is required on IA64bit machines. This privilege is not required for 32bit systems.",SystemStartupSetting
survol:SystemType,rdf:Property,"The SystemType property indicates the type of system running on the Win32 computer.
Constraints: Must have a value",SystemType
survol:SystemUpTime,rdf:Property,System Up Time is the elapsed time (in seconds) that the computer has been running since it was last started.  This counter displays the difference between the start time and the current time.,SystemUpTime
survol:SystemVariable,rdf:Property,"The SystemVariable property indicates whether the variable is a system variable. A system variable is set by the operating system, and is independent from user environment settings.
Values: TRUE or FALSE. A value of TRUE indicates the variable is a system variable.",SystemVariable
survol:SystemVolume,rdf:Property,The SystemVolume property indicates whether the volume contains the hardware specific files required to start the operating system.,SystemVolume
survol:TCPActiveRSCConnections,rdf:Property,TCP Active RSC Connections is the number of TCP connections (over both IPv4 and IPv6) that are currently receiving large packets from the RSC capable network adapter on this network interface.,TCPActiveRSCConnections
survol:TCPPortsAvailable,rdf:Property,Number of TCP ports available,TCPPortsAvailable
survol:TCPPortsInUse,rdf:Property,Number of TCP ports in use,TCPPortsInUse
survol:TCPRSCAveragePacketSize,rdf:Property,TCP RSC Average Packet Size is the average size in bytes of received packets across all TCP connections on this network interface.,TCPRSCAveragePacketSize
survol:TCPRSCCoalescedPacketsPersec,rdf:Property,TCP RSC Coalesced Packets/sec shows the large packet receive rate across all TCP connections on this network interface.,TCPRSCCoalescedPacketsPersec
survol:TCPRSCExceptionsPersec,rdf:Property,TCP RSC Exceptions/sec shows the RSC exception rate for receive packets across all TCP connections on this network interface.,TCPRSCExceptionsPersec
survol:TCPRSCbytesreceived,rdf:Property,Rate of bytes received via TCP RSC,TCPRSCbytesreceived
survol:TCPRSCevents,rdf:Property,Rate of coalesced TCP datagrams received via TCP RSC,TCPRSCevents
survol:TCPReceivedRate,rdf:Property,Rate in bits per second (bps) at which data is received over TCP,TCPReceivedRate
survol:TCPSentRate,rdf:Property,Rate in bits per second (bps) at which data is sent over TCP,TCPSentRate
survol:TCPchecksumerrors,rdf:Property,TCP segments dropped due to invalid checksum,TCPchecksumerrors
survol:TCPconnectrequestsPersecfallenoffloopbackfastpath,rdf:Property,Rate of TCP connect requests which were established over normal loopback path despite loopback fast path was requested,TCPconnectrequestsPersecfallenoffloopbackfastpath
survol:TCPconnectrequestsfallenoffloopbackfastpath,rdf:Property,Total number of TCP connect requests which were established over normal loopback path despite loopback fast path was requested,TCPconnectrequestsfallenoffloopbackfastpath
survol:TCPcurrentconnections,rdf:Property,Established TCP connections that last received traffic on this CPU,TCPcurrentconnections
survol:TCPinboundsegmentsPersecnotprocessedviafastpath,rdf:Property,Rate of inbound TCP segments that could not be processed via fast path,TCPinboundsegmentsPersecnotprocessedviafastpath
survol:TCPinboundsegmentsnotprocessedviafastpath,rdf:Property,Total number of inbound TCP segments that could not be processed via fast path,TCPinboundsegmentsnotprocessedviafastpath
survol:TCPtimeouts,rdf:Property,TCP retransmission timeouts,TCPtimeouts
survol:TIME_CREATED,rdf:Property,"No WMI description for property TIME_CREATED:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",TIME_CREATED
survol:TTOption,rdf:Property,"The TTOption property specifies how TrueType(r) fonts should be printed.  There are 3 possible values:
Bitmap -  Prints TrueType fonts as graphics. This is the default action for dot-matrix printers.
Download -  Downloads TrueType fonts as soft fonts. This is the default action for printers that use the Printer Control Language (PCL).
Substitute -  Substitutes device fonts for TrueType fonts. This is the default action for PostScript(r) printers.",TTOption
survol:TXQueueCount,rdf:Property,Number of transmit queues in the execution context.,TXQueueCount
survol:TableClosesPersec,rdf:Property,Table Closes/sec is the number of database tables closed per second.,TableClosesPersec
survol:TableLockEscalationsPersec,rdf:Property,The number of times locks on a table were escalated.,TableLockEscalationsPersec
survol:TableOpenCacheHitsPersec,rdf:Property,"Table Open Cache Hits/sec is the number of database tables opened using cached schema information per second.  If this rate is too low, the table cache size may be too small.",TableOpenCacheHitsPersec
survol:TableOpenCacheMissesPersec,rdf:Property,"Table Open Cache Misses/sec is the number of database tables opened without using cached schema information per second.  If this rate is too high, the table cache size may be too small.",TableOpenCacheMissesPersec
survol:TableOpenCachePercentHit,rdf:Property,"Table Open Cache % Hit is the percentage of database tables opened using cached schema information.  If this percentage is too low, the table cache size may be too small.",TableOpenCachePercentHit
survol:TableOpenCachePercentHit_Base,rdf:Property,,TableOpenCachePercentHit_Base
survol:TableOpensPersec,rdf:Property,Table Opens/sec is the number of database tables opened per second.,TableOpensPersec
survol:TablesOpen,rdf:Property,Tables Open is the number of database tables opened.,TablesOpen
survol:Tag,rdf:Property,"An arbitrary string that uniquely identifies the physicalelement and serves as the element's key.  The Tag property can contain information such as asset tag or serial number data. The key for CIM_PhysicalElement is placed very high in the object hierarchy in order to independently identify the hardware/entity, regardless of physical placement in or on cabinets, adapters, etc.  For example, a removable component that can be hot swapped, may be taken from its containing (scoping) package and be temporarily unused.  The object still continues to exist - and may even be inserted into a different scoping container.  Therefore, the key for physicalelement is an arbitrary string and is defined independently of any placement or location-oriented hierarchy.",Tag
